-0.28473	1.03043E-7
0.70563	9.24326E-8
1.696	8.06067E-8
2.68636	7.03685E-8
3.67673	6.39236E-8
4.66709	6.09803E-8
5.65745	5.77553E-8
6.64782	5.37232E-8
7.63818	4.95685E-8
8.62854	4.65017E-8
9.61891	4.51093E-8
10.6093	4.3497E-8
11.5996	4.10779E-8
12.59	3.82718E-8
13.5804	3.58423E-8
14.5707	3.4297E-8
15.5611	3.27903E-8
16.5515	3.09337E-8
17.5418	2.88955E-8
18.5322	2.60809E-8
19.5225	2.37063E-8
20.5129	2.18598E-8
21.5033	2.04649E-8
22.4936	1.92827E-8
23.484	1.82207E-8
24.4744	1.7132E-8
25.4647	1.58334E-8
26.4551	1.4347E-8
27.4455	1.28575E-8
28.4358	1.14295E-8
29.4262	1.01932E-8
30.4165	9.379E-9
31.4069	8.81056E-9
32.3973	8.4262E-9
33.3876	8.1119E-9
34.378	7.67419E-9
35.3684	6.98227E-9
36.3587	6.09231E-9
37.3491	5.06638E-9
38.3395	4.07556E-9
39.3298	3.26787E-9
40.3202	2.74955E-9
41.3105	2.48947E-9
42.3009	2.37152E-9
43.2913	2.42215E-9
44.2816	2.44259E-9
45.272	2.33217E-9
46.2624	2.06116E-9
47.2527	1.68421E-9
48.2431	1.19626E-9
49.2335	7.87201E-10
50.2238	6.19294E-10
51.2142	6.07338E-10
52.2045	8.21201E-10
53.1949	1.19093E-9
54.1853	1.44554E-9
55.1756	1.38063E-9
56.166	1.06813E-9
57.1564	5.07686E-10
58.1467	-1.97189E-10
59.1371	-6.58241E-10
60.1275	-6.79999E-10
61.1178	-4.98118E-10
62.1082	-6.27005E-11
63.0986	5.77056E-10
64.0889	8.72655E-10
65.0793	8.8223E-10
66.0696	7.35829E-10
67.06	2.71467E-10
68.0504	-2.79358E-10
69.0407	-7.04932E-10
70.0311	-8.46972E-10
71.0215	-7.85208E-10
72.0118	-4.20053E-10
73.0022	1.46916E-10
73.9926	5.88167E-10
74.9829	7.28054E-10
75.9733	5.80734E-10
76.9636	2.3397E-10
77.954	-2.67131E-10
78.9444	-6.39338E-10
79.9347	-7.54705E-10
80.9251	-8.81169E-10
81.9155	-6.7502E-10
82.9058	-3.50597E-10
83.8962	-6.29769E-10
84.8866	-1.02917E-9
85.8769	-1.13094E-9
86.8673	-6.10832E-10
87.8576	-6.15728E-11
88.848	-9.04518E-10
89.8384	-2.15618E-9
90.8287	-2.3647E-9
91.8191	-1.31075E-9
92.8095	-6.25654E-11
